,,dRICH config,,,,Beam,,,,,Firmware,,SiPM status,,Run,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Time,radiator gas,mirror (mm),rad. aerogel,mirror (mm),Status,Polarity,Collimators,GeV,Trigger,Imaging,Timing,Temperature (C),Bias Voltage (V),Calibration,DCR scan,Physics,N spills,GEM,Triggers,Quality,Archived,Notes,,,,,,,,,,,,,,,,,,,
date of the runbook entry,time of the run book entry ,,,,position of the dRICH aerogel mirror along Z xaxis,"beam status, wheather beam is ON or OFF",the polarity of the beam,,the momentum of the beam,,the firmware used for the KC705s on the imaging readout (all but 200),the firmware use for the KC705 for the timing readout (200),"the setpoint temperature, use notes for exceptions",the bias voltage,run name of the baselne calibration run as received on Telegram message,run name of the DCR scan as received on Telegram message,,number of spills collected in the run,,,"the quality of the run has to be stated, if good bad or some warnings ",,,,,,,,,,,,,,,,,,,,,
26/05/2024,morning,,,"aerogel 1.02
2x 2 cm tiles
AG22-J001 (1.021)
AG22-J003 (1.0207)
side B",75,off,negative,,11.5,"193: Luca-and-16x10
194: Luca-GEM",dual-ext-std-tb2024-base.02,single-ext-std-tb2024-base.02,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,20240526-130232,,,,,,,,baseline problems with kc705-199 chip-1 lane-3,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,20240526-140313,,,,,,,,"only on kc705-199, still problems as above",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,20240526-141034,,,,,,,,"again, only on kc705-199, manually edited",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,53,,20240526-143658,,,,,,,"test DCR scan, looks ok",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,20240529-004311,50,,,good,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,20240529-012359,100,,,good,,one lane of kc705-194 with fifo full from about spill 50  (max fifo 8193),,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,20240529-020609,100,,,good,,again the same lane as before with fifo full but from spill 94,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,20240529-024707,50,,,good,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,20240529-030822,50,,,good,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,20240529-033436,100,,,good,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,20240528-041607,200,,,good,,one lane of kc705-194 and of kc705-198 with fifo full ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,20240529-054504,100,,,need QA,,"one lane of kc705-193,kc705-194 and of kc705-198 with fifo full ",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,20240529-063456,5,,,bad,,short run started  just because previous run got stacked in running mode after last spill,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,20240529-064146,100,,,good,,"one lane of kc705-193,kc705-194 and of kc705-198 with fifo full ",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,20240529-071142,100,,,need QA,,plots are empty,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,20240529-073443,50,,,bad,,"magnet off, no triggers",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,20240529-080038,10,,,good,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/05/2024,morning,,,,,,,,,,,,,,,,,,,,,,warming up for filter change,,,,,,,,,,,,,,,,,,,
,,,,with PASS 400-450,20,,,,,,,,-20,54,,,,,,,,,mounted FILTER PASS_400_450,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,on,negative,12,11.5,,,,,,,,20240529-094910,10,,,good,,"TEST RUN, looks good",,,,,,,,,,,,,,,,,,,
,,,,,,on,negative,12,11.5,,,,,,,,20240529-095327,50,,,warning,,beam lost after 30 spills,,,,,,,,,,,,,,,,,,,
,,,,,,on,negative,12,11.5,,,,,,,,20240529-101753,50,,,warning,,beam lost after 19 spills,,,,,,,,,,,,,,,,,,,
,,,,,,on,negative,12,11.5,,,,,,,,,,,,,,BOOSTER POPSB issues,,,,,,,,,,,,,,,,,,,
,,,,,,on,negative,12,11.5,,,,,,,,20240529-110432,10,,,good,,beam back,,,,,,,,,,,,,,,,,,,
,,,,,,on,negative,12,11.5,,,,,,,,20240529-110807,50,,,bad,,mnagnet troubles,,,,,,,,,,,,,,,,,,,
,,,,,,on,negative,12,11.5,,,,,,,,20240529-111248,10,,,good,,,,,,,,,,,,,,,,,,,,,
,,,,,,on,negative,12,11.5,,,,,,,,20240529-111607,10,,,good,,,,,,,,,,,,,,,,,,,,,
,,,,,,on,negative,12,11.5,,,,,,,,20240529-111933,10,,,good,,,,,,,,,,,,,,,,,,,,,
,,,,,,on,negative,12,11.5,,,,,,,,20240529-112329,50,,,warning,,"not best run, plenty of full FIFOs",,,,,,,,,,,,,,,,,,,
,,,,,,on,negative,12,11.5,,,,,,,,20240529-113933,50,,,warning,,"beam lost after 30 spills, magnet trouble",,,,,,,,,,,,,,,,,,,
,,,,,,on,negative,12,11.5,,,,,,,,20240529-121229,10,,,good,,,,,,,,,,,,,,,,,,,,,
